,location,total_sqft,bath,balcony,price,bhk
8417,Hongasandra,1180.0,2.0,1,3900000.0,2.0
8418,Electronic City,1090.0,2.0,1,3148000.0,2.0
8419,Kanakpura Road,1204.0,2.0,1,8200000.0,2.0
8420,Thigalarapalya,2072.0,4.0,2,15300000.0,3.0
8421,Haralur Road,1056.0,2.0,1,6500000.0,2.0
8422,Hebbal,985.0,2.0,2,6200000.0,2.0
8423,Banashankari Stage V,1315.0,2.0,2,4900000.0,3.0
8424,KR Puram,734.0,2.0,1,2200000.0,2.0
8425,Kammanahalli,2900.0,4.0,2,20000000.0,4.0
8426,Yelahanka,2317.0,4.0,3,14000000.0,3.0
8427,Singasandra,600.0,1.0,0,4500000.0,1.0
8428,Vishwanatha Nagenahalli,2200.0,3.0,0,11500000.0,4.0
8429,Attibele,656.0,2.0,1,2500000.0,2.0
8430,Attibele,400.0,1.0,1,1150000.0,1.0
8431,Yeshwanthpur,666.0,1.0,1,3679999.9999999995,1.0
8432,Kadubeesanahalli,3293.0,5.0,2,42500000.0,4.0
8433,7th Phase JP Nagar,1174.0,2.0,1,4700000.0,2.0
8434,Budigere,1153.0,2.0,2,5670000.0,2.0
8435,Jalahalli,1000.0,4.0,1,9000000.0,4.0
8436,Narayanapura,2400.0,5.0,2,8500000.0,5.0
8437,Marathahalli,957.0,2.0,1,4700000.0,2.0
8438,Banashankari Stage III,910.0,2.0,2,16000000.0,2.0
8439,Sarjapur  Road,1060.0,2.0,1,5000000.0,2.0
8440,Banashankari,1000.0,2.0,1,5000000.0,2.0
8441,Kanakpura Road,1843.0,3.0,2,8800000.0,3.0
8442,Kanakpura Road,1150.0,2.0,2,4025000.0,3.0
8443,Chandapura,1230.0,2.0,2,3137000.0,3.0
8444,Kodihalli,3197.0,5.0,2,33500000.0,4.0
8445,Kanakpura Road,1703.0,3.0,2,13000000.0,3.0
8446,Kaval Byrasandra,1125.0,2.0,1,4150000.0,2.0
8447,Battarahalli,1516.0,3.0,3,6500000.0,3.0
8448,Brookefield,1130.0,2.0,2,5600000.0,2.0
8449,Iblur Village,3596.0,5.0,1,27900000.0,4.0
8450,Hosa Road,1512.0,3.0,2,10300000.0,3.0
8451,Thanisandra,1491.0,3.0,1,8800000.0,3.0
8452,Cox Town,1250.0,2.0,2,9500000.0,2.0
8453,Banashankari,1650.0,3.0,2,9075000.0,3.0
8454,Raja Rajeshwari Nagar,1140.0,2.0,1,4870000.0,2.0
8455,Behind Don Bosco Church,1200.0,4.0,1,11000000.0,4.0
8456,Thanisandra,1881.0,3.0,1,9500000.0,3.0
8457,Kanakpura Road,1100.0,3.0,2,5657000.0,3.0
8458,Iblur Village,2666.0,4.0,1,20000000.0,3.0
8459,Bagalur,1500.0,2.0,1,5000000.0,2.0
8460,Seshadripuram,1217.0,2.0,1,16400000.0,2.0
8461,Whitefield,1197.0,2.0,1,5000000.0,2.0
8462,BHEL Layout,2400.0,4.0,1,17000000.0,6.0
8463,Gollarapalya Hosahalli,1345.0,3.0,2,6000000.0,3.0
8464,KR Puram,1200.0,4.0,2,10000000.0,4.0
8465,Bannerghatta Road,3230.0,5.0,0,16500000.0,4.0
8466,Banashankari Stage II,1260.0,2.0,1,9500000.0,3.0
8467,Sarjapur  Road,2750.0,5.0,1,24000000.0,4.0
8468,9th Phase JP Nagar,1200.0,2.0,0,8000000.0,2.0
8469,Devara Jeevanahalli,1650.0,3.0,0,5200000.0,3.0
8470,1st Block HBR Layout,600.0,1.0,0,4500000.0,1.0
8471,Uttarahalli,1025.0,2.0,1,3588000.0000000005,2.0
8472,Sarjapur,1925.0,2.6926096474673513,1,8059000.0,4.0
8473,Hennur Road,973.0,2.0,1,5600000.0,2.0
8474,Thanisandra main road,4110.0,4.0,2,59000000.0,4.0
8475,Rajaji Nagar,2533.0,3.0,3,42500000.0,3.0
8476,Balagere,1007.0,2.0,1,7500000.0,2.0
8477,Hosa Road,615.0,1.0,0,3999000.0,1.0
8478,Sarjapur  Road,1830.0,3.0,1,11900000.0,3.0
8479,Nagavara,1077.0,2.0,1,5000000.0,2.0
8480,Immadihalli,672.0,1.0,1,2700000.0,1.0
8481,Shanthi Layout,1280.0,3.0,0,8700000.0,3.0
8482,Electronics City Phase 1,865.0,2.0,0,4000000.0,2.0
8483,Kalena Agrahara,1000.0,2.0,2,3300000.0,2.0
8484,CV Raman Nagar,1285.0,2.0,2,6500000.0,2.0
8485,Thanisandra,662.0,1.0,1,2900000.0,1.0
8486,Whitefield,2297.0,5.0,2,26900000.0,5.0
8487,Sarjapura - Attibele Road,3750.0,6.0,3,29500000.0,5.0
8488,Kalkere,1850.0,3.0,3,9500000.0,3.0
8489,Harlur,1754.0,3.0,2,13200000.0,3.0
8490,Hennur Bande,1200.0,4.0,2,15000000.0,5.0
8491,1st Phase JP Nagar,2200.0,7.0,2,35000000.0,5.0
8492,Anugrah Layout,1567.0,3.0,1,10000000.0,3.0
8493,Hoskote,1695.0,3.0,3,5000000.0,3.0
8494,Hosahalli Extension,360.0,2.0,1,4000000.0,2.0
8495,Bellandur,1150.0,2.0,1,6944000.0,2.0
8496,Akshaya Nagar,1690.0,3.0,2,8500000.0,3.0
8497,1st Block Koramangala,2350.0,3.0,2,21000000.0,3.0
8498,Karuna Nagar,1057.0,2.0,1,6500000.0,2.0
8499,Hebbal,1320.0,2.0,1,9100000.0,2.0
8500,Bhoganhalli,2119.0,4.0,3,11100000.0,4.0
8501,Bandepalya,1125.0,2.0,1,4800000.0,2.0
8502,Kanakpura Road,2254.0,3.0,2,17000000.0,3.0
8503,Balagere,645.0,1.0,1,3418000.0,1.0
8504,Rachenahalli,1050.0,2.0,2,5208000.0,2.0
8505,Panathur,1040.0,2.0,1,4160000.0,2.0
8506,Sarjapur  Road,1700.0,3.0,1,19400000.0,3.0
8507,1st Block Jayanagar,1760.0,3.0,1,11500000.0,3.0
8508,Bellandur,1138.0,3.0,2,12800000.0,3.0
8509,Sarjapur  Road,984.0,2.0,1,4591000.0,2.0
8510,Raja Rajeshwari Nagar,1140.0,2.0,2,3865000.0,2.0
8511,Whitefield,3596.0,3.0,1,20000000.0,3.0
8512,Kalkere,1365.0,3.0,2,5400000.0,3.0
8513,Bethel Nagar,560.0,1.0,0,1900000.0,1.0
8514,Vittasandra,1404.0,2.0,1,7500000.0,2.0
8515,Bellandur,1540.0,4.0,3,4500000.0,4.0
8516,Electronic City,1050.0,2.0,1,3900000.0,3.0
8517,Lingarajapuram,360.0,4.0,3,3700000.0,4.0
8518,Rachenahalli,1550.0,3.0,3,7250000.0,3.0
8519,Yelahanka,1653.0,3.0,3,9300000.0,3.0
8520,Parappana Agrahara,1194.0,2.0,2,4700000.0,2.0
8521,Narayana Nagar 1st Block,1471.0,2.0,3,7500000.0,3.0
8522,Kanakpura Road,700.0,2.0,1,3500000.0,2.0
8523,Kudlu Gate,812.0,2.0,1,3825000.0,2.0
8524,8th Phase JP Nagar,1504.0,2.0,2,8300000.0,3.0
8525,Mahadevpura,1450.0,3.0,2,7500000.0,3.0
8526,Kannamangala,957.0,2.0,2,5450000.0,2.0
8527,Attibele,460.0,1.0,1,1300000.0,1.0
8528,poornaprajna layout,900.0,2.0,0,12800000.0,2.0
8529,7th Phase JP Nagar,1050.0,2.0,1,7500000.0,2.0
8530,Budigere,1820.0,3.0,2,8500000.0,3.0
8531,Varthur Road,1033.0,2.0,2,3200000.0,2.0
8532,Kumaraswami Layout,800.0,1.0,1,9000000.0,2.0
8533,Kadabagere,520.0,2.0,0,2900000.0,1.0
8534,OMBR Layout,1165.0,2.0,2,8850000.0,2.0
8535,Gottigere,1280.0,2.0,1,6100000.0,2.0
8536,Cambridge Layout,1950.0,3.0,3,23000000.0,3.0
8537,BTM 4th Stage,600.0,1.0,0,5800000.0,1.0
8538,Kanakpura Road,1550.0,3.0,3,6509999.999999999,3.0
8539,Nagavarapalya,1392.0,2.0,1,13000000.0,2.0
8540,Jigani,1221.0,3.0,3,7500000.0,3.0
8541,AMS Layout,1000.0,1.0,1,1900000.0,1.0
8542,KR Garden,1300.0,2.0,2,6000000.0,2.0
8543,Hoskote,1065.0,2.0,3,3150000.0,2.0
8544,Yelahanka New Town,1209.0,2.0,3,6500000.0,3.0
8545,BTM 1st Stage,375.0,1.0,0,4000000.0,1.0
8546,Dollars Colony,7800.0,3.0,2,200000000.0,3.0
8547,Sarjapur  Road,1929.0,4.0,1,10100000.0,3.0
8548,Hennur Road,1255.0,2.0,1,8400000.0,2.0
8549,Jalahalli,1035.0,2.0,1,3105000.0,2.0
8550,Annapurneshwari Nagar,1200.0,5.0,2,27000000.0,4.0
8551,Banashankari,1650.0,3.0,2,10100000.0,3.0
8552,Whitefield,1275.0,2.0,3,6500000.0,3.0
8553,Electronic City,1128.0,2.0,1,6558000.0,2.0
8554,Raja Rajeshwari Nagar,1140.0,2.0,2,3854999.9999999995,2.0
8555,OMBR Layout,1200.0,4.0,2,20000000.0,4.0
8556,Thanisandra,1183.0,2.0,2,5856000.0,2.0
8557,Whitefield,1155.0,2.0,1,3900000.0,2.0
8558,Kengeri,1245.0,2.0,2,4357000.0,3.0
8559,Akshaya Nagar,1000.0,2.0,1,3800000.0,2.0
8560,7th Phase JP Nagar,1040.0,2.0,1,7500000.0,2.0
8561,Ardendale,2062.0,3.0,1,14000000.0,4.0
8562,Kundalahalli Colony,1477.0,2.0,2,7500000.0,3.0
8563,Nagadevanahalli,1050.0,3.0,3,8500000.0,4.0
8564,Sarjapur  Road,1525.0,2.0,2,6500000.0,3.0
8565,Carmelaram,2000.0,2.6926096474673513,1,12000000.0,2.0
8566,Kaverappa Layout,1220.0,2.0,1,6500000.0,2.0
8567,Hebbal,2388.0,3.0,1,19500000.0,3.0
8568,Electronic City,1355.0,2.0,1,9760000.0,2.0
8569,Whitefield,1141.0,2.0,1,6200000.0,2.0
8570,Vijayanagar,1046.0,2.0,0,4906000.0,2.0
8571,Bannerghatta Road,630.0,1.0,2,3500000.0,1.0
8572,Pattandur Agrahara,1247.0,2.0,2,6235000.0,2.0
8573,Marathahalli,3855.0,4.0,3,22000000.0,4.0
8574,Geddalahalli,850.0,2.0,1,3250000.0,2.0
8575,KR Puram,1120.0,2.0,2,3600000.0,2.0
8576,HSR Layout,800.0,8.0,1,28500000.0,8.0
8577,Jakkur,1798.0,3.0,1,11000000.0,3.0
8578,Bisuvanahalli,1180.0,2.0,1,4500000.0,3.0
8579,Kereguddadahalli,1000.0,2.0,1,3400000.0,2.0
8580,Whitefield,1216.0,2.0,1,8200000.0,2.0
8581,Margondanahalli,900.0,2.0,0,6500000.0,2.0
8582,TC Palaya,1100.0,2.0,0,6500000.0,2.0
8583,Badavala Nagar,1842.0,3.0,2,11500000.0,3.0
8584,Bisuvanahalli,1075.0,2.0,1,4300000.0,3.0
8585,Whitefield,1495.0,3.0,3,8800000.0,2.0
8586,Kanakpura Road,1700.0,3.0,3,12000000.0,3.0
8587,Whitefield,1564.0,3.0,1,10300000.0,3.0
8588,Reliaable Tranquil Layout,1256.0,2.0,1,6500000.0,2.0
8589,Kundalahalli,1047.0,2.0,1,8900000.0,2.0
8590,Bhoganhalli,1458.0,3.0,1,7845000.0,3.0
8591,Hoodi,1063.0,2.0,1,6117000.0,2.0
8592,Sadashiva Nagar,7400.0,5.0,1,185000000.0,4.0
8593,Garudachar Palya,1150.0,2.0,1,5250000.0,2.0
8594,Chandapura,450.0,1.0,1,900000.0,1.0
8595,Ramamurthy Nagar,1360.0,2.0,0,4500000.0,2.0
8596,Marathahalli,1605.0,3.0,2,7600000.0,3.0
8597,Nagarbhavi,1200.0,4.0,2,20500000.0,3.0
8598,Haralur Road,1810.0,3.0,2,10000000.0,3.0
8599,LB Shastri Nagar,1250.0,2.0,2,4850000.0,2.0
8600,Poorna Pragna Layout,1475.0,2.0,2,5899000.0,3.0
8601,R.T. Nagar,1100.0,3.0,0,12500000.0,2.0
8602,Dommasandra,850.0,2.0,1,2540000.0,2.0
8603,Electronic City Phase II,1025.0,2.0,1,2665000.0,2.0
8604,Uttarahalli,980.0,2.0,1,4500000.0,2.0
8605,Basavanagara,1428.0,2.0,1,7000000.0,3.0
8606,Shanti Nagar,1130.0,2.0,1,7400000.0,2.0
8607,Kanakpura Road,1592.0,3.0,1,12500000.0,3.0
8608,JP Nagar,2050.0,3.0,3,8200000.0,3.0
8609,Bagalur,1407.0,2.0,1,8387000.0,2.0
8610,Cunningham Road,4170.0,3.0,2,80000000.0,3.0
8611,Whitefield,1585.0,3.0,1,8400000.0,3.0
8612,Jakkur,1785.0,3.0,2,13000000.0,3.0
8613,BSM Extension,900.0,2.0,3,4500000.0,2.0
8614,Somanna Garden,1350.0,4.0,2,16000000.0,4.0
8615,Kanakpura Road,1843.0,3.0,2,9620000.0,3.0
8616,Munivenkatppa Layout,2375.0,3.0,1,26000000.0,4.0
8617,RPC layout,1200.0,2.0,1,6700000.0,2.0
8618,Akshaya Nagar,1113.0,2.0,1,5200000.0,2.0
8619,Uttarahalli,1125.0,2.0,1,4700000.0,2.0
8620,Whitefield,1200.0,3.0,1,5600000.0,3.0
8621,Anekal,1150.0,3.0,2,4500000.0,3.0
8622,Yeshwanthpur,770.0,1.0,1,7000000.0,2.0
8623,Kodichikkanahalli,1181.0,2.0,2,5700000.0,2.0
8624,Kanakpura Road,1550.0,3.0,3,6470000.0,3.0
8625,1st Phase JP Nagar,1200.0,2.0,1,8600000.0,2.0
8626,Raja Rajeshwari Nagar,1295.0,2.0,2,5547000.0,2.0
8627,Kenchenahalli,480.0,3.0,3,6500000.0,3.0
8628,Lingadheeranahalli,1506.0,3.0,1,9500000.0,3.0
8629,"HSR Layout 7th sector,",1872.0,3.0,2,15200000.0,3.0
8630,Sarjapur  Road,2900.0,4.0,2,24000000.0,4.0
8631,Abbigere,1326.0,2.0,1,3500000.0,3.0
8632,Talaghattapura,1040.0,2.0,1,3328000.0,2.0
8633,Bettadasanapura,1200.0,5.0,1,9000000.0,5.0
8634,Hennur,1020.0,2.0,1,4800000.0,2.0
8635,Gokula Extension,1400.0,3.0,2,9000000.0,3.0
8636,Neeladri Nagar,4000.0,1.2,1,16000000.0,1.0
8637,Weavers Colony,812.0,1.0,1,2600000.0,1.0
8638,Vidyaranyapura,1100.0,2.0,1,5400000.0,2.0
8639,Kodathi,829.0,2.0,1,2280000.0,2.0
8640,Vijayanagar,750.0,4.0,3,9500000.0,5.0
8641,Sanjay nagar,2700.0,4.0,2,35000000.0,4.0
8642,Kanakpura Road,1500.0,3.0,1,7298999.999999999,3.0
8643,Ananth Nagar,850.0,2.0,1,2599000.0,2.0
8644,Kaval Byrasandra,1180.0,2.0,2,6000000.0,2.0
8645,Cunningham Road,5108.0,5.0,2,99500000.0,4.0
8646,Thigalarapalya,2215.0,4.0,2,15000000.0,3.0
8647,Channasandra,1010.0,2.0,1,3600000.0,2.0
8648,Marathahalli,1350.0,2.0,2,6000000.0,2.0
8649,Talaghattapura,1100.0,2.0,0,5000000.0,2.0
8650,Kanakpura Road,1450.0,2.0,2,6293000.0,3.0
8651,Raja Rajeshwari Nagar,1133.0,2.0,2,4000000.0,2.0
8652,Thanisandra,1564.0,3.0,2,10000000.0,3.0
8653,Doddaballapur,640.0,1.0,0,1050000.0,2.0
8654,Thigalarapalya,2072.0,4.0,2,15700000.0,3.0
8655,Rajaji Nagar,432.0,2.0,1,6500000.0,2.0
8656,Kanakapura,1460.0,2.0,3,5110000.0,3.0
8657,A Narayanapura,600.0,2.0,1,3500000.0,1.0
8658,Rachenahalli,1050.0,2.0,2,5207000.0,2.0
8659,"Judicial Layout, Kanakapura Road,",700.0,2.0,1,3500000.0,2.0
8660,TC Palaya,1200.0,3.0,0,6600000.0,3.0
8661,Yelahanka,654.0,1.0,1,3800000.0,1.0
8662,Ankappa Layout,1105.0,2.0,2,5000000.0,2.0
8663,Hebbal Kempapura,1800.0,3.0,3,15000000.0,3.0
8664,Yelachenahalli,1200.0,2.0,2,16000000.0,2.0
8665,Kogilu,700.0,1.0,1,3084000.0,1.0
8666,Amruthnagar,1000.0,2.0,1,5100000.0,2.0
8667,HSR Layout,3500.0,5.0,0,35000000.0,5.0
8668,Gattahalli,1240.0,2.0,1,6300000.0,3.0
8669,Bellandur,1200.0,2.0,3,4500000.0,2.0
8670,Yelahanka New Town,1400.0,2.0,2,8000000.0,3.0
8671,HOSUR MAIN ROAD,1393.0,3.0,2,5400000.0,3.0
8672,Whitefield,1140.0,2.0,2,5000000.0,2.0
8673,Sahakara Nagar,1000.0,5.0,1,13000000.0,5.0
8674,Gulimangala,1640.0,3.0,2,7000000.0,3.0
8675,Kithaganur,1200.0,2.0,0,6200000.0,2.0
8676,Rajaji Nagar,720.0,2.0,2,6500000.0,2.0
8677,Yelenahalli,1650.0,3.0,3,6800000.0,3.0
8678,Nagavara,2496.0,4.0,2,12500000.0,4.0
8679,9th Phase JP Nagar,905.0,2.0,1,3200000.0,2.0
8680,HAL 2nd Stage,1600.0,3.0,1,12500000.0,3.0
8681,Chikkalasandra,1070.0,2.0,1,4548000.0,2.0
8682,Yemlur,8400.0,5.0,2,167500000.0,4.0
8683,Koramangala,1200.0,2.0,2,10000000.0,2.0
8684,Indira Nagar,1800.0,5.0,2,35000000.0,5.0
8685,8th Phase JP Nagar,2600.0,4.0,2,11500000.0,4.0
8686,Old Airport Road,1145.0,2.0,2,7500000.0,2.0
8687,Addischetan Layout,1495.0,3.0,2,5500000.0,3.0
8688,Basavanagara,1200.0,2.0,1,30000000.0,3.0
8689,Stage-4 Bommanahalli,1400.0,3.0,2,5300000.0,3.0
8690,Whitefield,1558.0,3.0,2,9000000.0,3.0
8691,Balagere,1007.0,2.0,1,5300000.0,2.0
8692,Ananth Nagar,902.0,2.0,1,2526000.0,2.0
8693,Kallumantapa,1054.0,2.0,1,5300000.0,2.0
8694,Uttarahalli,1135.0,2.0,3,3972999.9999999995,3.0
8695,Gollarapalya Hosahalli,996.0,2.0,2,4900000.0,2.0
8696,Vimanapura,1275.0,2.0,2,4700000.0,2.0
8697,NRI Layout,1250.0,2.0,0,7500000.0,2.0
8698,Hennur,2502.0,4.0,2,17000000.0,4.0
8699,Sadaramangala,1394.0,2.0,3,5200000.0,2.0
8700,Haralur Road,1243.0,2.0,2,4600000.0,2.0
8701,Whitefield,1216.0,2.0,1,7500000.0,2.0
8702,Konena Agrahara,1075.0,2.0,1,5700000.0,2.0
8703,Mysore Road,1200.0,2.6926096474673513,1,4230000.0,2.0
8704,Indira Nagar,1500.0,3.0,3,12000000.0,3.0
8705,Rayasandra,1708.0,3.0,1,7600000.0,4.0
8706,Whitefield,1500.0,3.0,1,25000000.0,3.0
8707,Jakkur Plantation,1800.0,4.0,3,11500000.0,3.0
8708,Harlur,1532.0,2.0,1,6500000.0,2.0
8709,Hosa Road,1726.0,3.0,2,8198999.999999999,3.0
8710,Hanumanth Nagar,1220.0,2.0,2,5489000.0,2.0
8711,Chikkalasandra,1100.0,2.0,2,5000000.0,2.0
8712,Electronics City Phase 1,1530.0,3.0,3,4000000.0,3.0
8713,Hosa Road,840.0,2.0,1,2800000.0,2.0
8714,Bommanahalli,1250.0,4.0,3,3900000.0,3.0
8715,CV Raman Nagar,1030.0,2.0,1,3500000.0,2.0
8716,Raghavendra Layout,1499.0,3.0,2,8900000.0,3.0
8717,Varsova Layout,1280.0,2.0,3,5500000.0,3.0
8718,Munnekollal,1170.0,2.0,2,5900000.0,2.0
8719,Chikka Tirupathi,2646.0,3.0,1,9900000.0,3.0
8720,Thirumenahalli,1161.0,2.0,3,3669000.0,2.0
8721,Yelahanka,1633.0,2.0,1,7200000.0,2.0
8722,Richards Town,1050.0,2.0,2,6500000.0,2.0
8723,Hennur Road,1650.0,5.0,3,30900000.0,4.0
8724,Varthur Road,540.0,1.0,0,1326000.0,1.0
8725,Attibele,418.0,2.0,1,1150000.0,1.0
8726,Bhattarahalli,905.0,2.0,2,5000000.0,2.0
8727,Raja Rajeshwari Nagar,1510.0,2.0,2,5500000.0,3.0
8728,Chikkalasandra,1390.0,2.0,3,6047000.0,3.0
8729,Kasturi Nagar,1101.0,2.0,2,6600000.0,2.0
8730,Srirampura,2736.0,4.0,1,13000000.0,4.0
8731,EPIP Zone,2350.0,4.0,2,16300000.0,3.0
8732,Raja Rajeshwari Nagar 5th Stage,1056.0,2.0,2,5500000.0,2.0
8733,Kanakpura Road,1425.0,2.0,2,4988000.0,3.0
8734,Electronics City Phase 1,1450.0,3.0,1,7000000.0,3.0
8735,Pai Layout,1000.0,2.0,2,3400000.0,2.0
8736,Haralur Road,575.0,1.0,1,3800000.0,1.0
8737,Uttarahalli,1350.0,2.0,2,4724000.0,3.0
8738,Kanakpura Road,2000.0,2.0,0,18000000.0,3.0
8739,Raghavendra Layout,1770.0,3.0,2,9000000.0,3.0
8740,Byadarahalli,3155.0,3.0,2,31500000.0,3.0
8741,Anandapura,616.0,3.0,1,4500000.0,2.0
8742,JP Nagar,745.0,1.0,0,3427000.0000000005,1.0
8743,Nayandanahalli,6500.0,7.0,1,10400000.0,7.0
8744,HAL 2nd Stage,2400.0,4.0,1,65000000.0,4.0
8745,Kudlu Gate,1547.0,2.0,2,10300000.0,2.0
8746,Panathur,1713.0,3.0,1,12000000.0,3.0
8747,Sarjapur,3300.0,4.0,2,43000000.0,4.0
8748,Mahalakshmi Layout,1135.0,4.0,1,19000000.0,8.0
8749,Yeshwanthpur,1856.0,4.0,2,18000000.0,3.0
8750,RMV Extension,1152.0,2.0,1,5700000.0,2.0
8751,Dodda Nekkundi,1100.0,2.0,1,4675000.0,2.0
8752,Narayanapura,2357.0,3.0,2,13500000.0,3.0
8753,Akshaya Nagar,1820.0,4.0,2,9500000.0,3.0
8754,Kannamangala,1865.0,3.0,1,13900000.0,3.0
8755,Kanakpura Road,1240.0,2.0,2,6500000.0,2.0
8756,Padmanabhanagar,1360.0,3.0,1,7500000.0,3.0
8757,ISRO Layout,4200.0,4.0,2,25500000.0,4.0
8758,Electronics City Phase 1,1450.0,2.0,2,6351000.0,3.0
8759,Budigere,1139.0,2.0,2,7200000.0,2.0
8760,Begur Road,1565.0,2.0,2,5600000.0,3.0
8761,Anjanapura,1200.0,3.0,2,16500000.0,3.0
8762,Kurubarahalli,600.0,4.0,0,7700000.0,4.0
8763,Nagappa Reddy Layout,1200.0,2.0,2,3900000.0,2.0
8764,Yeshwanthpur,1855.0,3.0,3,14000000.0,3.0
8765,Margondanahalli,1100.0,2.0,1,5500000.0,2.0
8766,Arehalli,1350.0,2.0,2,6500000.0,3.0
8767,Old Madras Road,2266.0,3.0,2,20700000.0,3.0
8768,Hosur Road,660.0,1.0,1,2300000.0,1.0
8769,Kodihalli,1490.0,2.0,1,15000000.0,2.0
8770,Kambipura,1083.0,2.0,1,4800000.0,3.0
8771,Hennur Road,1232.0,2.0,1,8300000.0,2.0
8772,Raja Rajeshwari Nagar,1550.0,3.0,1,8680000.0,3.0
8773,Whitefield,1227.0,2.0,2,7000000.0,2.0
8774,Sarjapur  Road,1059.0,2.0,2,6800000.0,2.0
8775,Electronic City Phase II,545.0,1.0,1,2900000.0,2.0
8776,Mahadevpura,1152.0,2.0,1,5400000.0,2.0
8777,Kenchenahalli,870.0,1.0,1,4500000.0,2.0
8778,Panathur,1210.0,2.0,1,7800000.0,2.0
8779,Thanisandra,663.0,1.0,0,4610000.0,1.0
8780,Hennur Gardens,1464.0,2.0,1,13500000.0,3.0
8781,Kadubeesanahalli,1365.0,3.0,1,8000000.0,3.0
8782,Whitefield,1704.0,3.0,1,12000000.0,3.0
8783,Whitefield,1390.0,2.6926096474673513,1,6055000.0,3.0
8784,Whitefield,1256.0,2.0,1,7300000.0,2.0
8785,Kengeri,883.0,2.0,0,4900000.0,2.0
8786,Bisuvanahalli,1080.0,2.0,1,4500000.0,3.0
8787,Marsur,497.0,1.0,1,2500000.0,2.0
8788,9th Phase JP Nagar,1073.0,2.0,1,5236000.0,2.0
8789,Rajaji Nagar,3000.0,6.0,3,25000000.0,6.0
8790,Doddabommasandra,1300.0,2.0,3,3200000.0,2.0
8791,Thanisandra,662.0,1.0,0,4500000.0,1.0
8792,Kumara Park,1200.0,2.0,2,7500000.0,2.0
8793,5th Phase JP Nagar,1550.0,3.0,3,7500000.0,3.0
8794,7th Block Jayanagar,1707.0,3.0,2,17100000.0,3.0
8795,Banashankari,1310.0,2.0,2,8043000.000000001,2.0
8796,Sarjapur  Road,1577.0,3.0,2,6500000.0,3.0
8797,Kodigehaali,1324.0,3.0,2,6500000.0,3.0
8798,Kothanur,1786.0,2.0,2,10600000.0,3.0
8799,Harlur,1174.0,2.0,1,7500000.0,2.0
8800,Kamala Nagar,565.0,1.0,1,3300000.0,1.0
8801,7th Phase JP Nagar,1400.0,2.0,1,9500000.0,3.0
8802,Electronic City,635.0,1.0,1,2800000.0,1.0
8803,Kalyan nagar,3000.0,8.0,2,40000000.0,6.0
8804,8th Phase JP Nagar,1368.0,2.0,1,5471000.0,3.0
8805,Kanakpura Road,1450.0,3.0,3,5500000.0,3.0
8806,Devanahalli,1045.0,2.0,2,4800000.0,2.0
8807,Electronic City,1128.0,2.0,1,6540000.000000001,2.0
8808,Bhoganhalli,1125.0,2.0,1,5400000.0,2.0
8809,Whitefield,1195.0,2.0,1,6238000.0,2.0
8810,Ramakrishnappa Layout,630.0,2.0,1,7000000.0,1.0
8811,Kaggadasapura,1350.0,2.0,0,10500000.0,3.0
8812,Domlur,1740.0,3.0,0,12000000.0,3.0
8813,Bommasandra,877.0,2.0,1,2900000.0,2.0
8814,Whitefield,1770.0,4.0,1,6800000.0,3.0
8815,Yelahanka New Town,450.0,1.0,1,1500000.0,1.0
8816,tc.palya,1000.0,2.0,1,5500000.0,2.0
8817,Whitefield,1300.0,2.0,2,7800000.0,2.0
8818,Doddathoguru,1300.0,2.0,1,4200000.0,3.0
8819,Abbigere,985.0,2.0,1,4039000.0,2.0
8820,Chikkathoguru,1045.0,2.0,2,4200000.0,2.0
8821,Chelekare,1250.0,2.0,1,6240000.0,2.0
8822,Bande Nallasandra,2400.0,4.0,1,13000000.0,3.0
8823,Haralur Road,1194.0,2.0,2,4600000.0,2.0
8824,Kanakpura Road,1420.0,3.0,3,6800000.0,3.0
8825,Sector 1 HSR Layout,1720.0,3.0,3,8300000.0,3.0
8826,Rachenahalli,1530.0,2.0,2,7440000.000000001,3.0
8827,Anandapura,1200.0,2.0,0,6600000.0,3.0
8828,Whitefield,1570.0,3.0,3,8800000.0,3.0
8829,Sarjapur  Road,1157.0,2.0,1,7400000.0,3.0
8830,Sarjapur,535.0,1.0,1,2000000.0,2.0
8831,Kanakapura,1120.0,2.0,2,3920000.0000000005,2.0
8832,Kenchenahalli,1150.0,2.0,2,6000000.0,2.0
8833,Hebbal Kempapura,2400.0,5.0,2,20000000.0,5.0
8834,Bannerghatta Road,1215.0,2.0,1,6800000.0,2.0
8835,Bhoganhalli,1444.0,2.0,1,7597000.0,2.0
8836,6th Phase JP Nagar,2003.0,3.0,3,20000000.0,3.0
8837,Thirumenahalli,1100.0,2.0,2,7000000.0,2.0
8838,Kodichikkanahalli,900.0,2.0,1,4200000.0,2.0
8839,Talaghattapura,1372.0,2.0,1,4390000.0,3.0
8840,Chikka Tirupathi,4500.0,5.0,3,15000000.0,4.0
8841,Bisuvanahalli,1180.0,2.0,1,5550000.0,3.0
8842,Electronic City,1096.0,2.0,2,3900000.0,2.0
8843,Yeshwanthpur,2504.0,3.0,3,13800000.0,3.0
8844,2nd Phase Judicial Layout,1350.0,2.0,2,4725000.0,3.0
8845,Raghuvanahalli,420.0,1.0,1,2350000.0,1.0
8846,Hennur Road,1832.0,3.0,1,11600000.0,3.0
8847,Anandapura,1380.0,7.0,2,13000000.0,6.0
